convert_TF,touch1,touch2,touch3,touch4,touch5,tier
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,referral,display,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,referral,,2
False,referral,referral,,,,2
False,referral,,,,,2
False,display,referral,,,,2
False,email,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,display,referral,,,2
False,referral,email,,,,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,social,referral,,,,2
False,referral,referral,,,,2
False,referral,referral,referral,referral,,2
False,referral,referral,social,referral,,2
False,referral,social,referral,,,2
False,social,referral,referral,referral,referral,2
False,referral,referral,,,,2
False,referral,display,referral,referral,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,referral,,2
False,referral,referral,referral,,,2
False,referral,display,referral,,,2
False,referral,email,referral,,,2
False,social,,,,,2
False,referral,display,referral,referral,,2
False,referral,referral,referral,social,referral,2
False,social,referral,referral,,,2
False,referral,referral,social,referral,,2
False,referral,,,,,2
False,referral,,,,,2
False,referral,referral,social,,,2
False,social,referral,display,referral,,2
False,email,display,referral,referral,,2
False,social,referral,,,,2
False,referral,referral,social,referral,,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,display,social,referral,,,2
False,referral,referral,,,,2
False,referral,display,referral,referral,,2
False,referral,referral,referral,,,2
False,email,display,referral,,,2
False,display,referral,referral,,,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,referral,,,,,2
False,referral,referral,referral,,,2
False,referral,,,,,2
False,social,referral,referral,,,2
False,referral,,,,,2
False,referral,referral,,,,2
False,referral,referral,referral,display,,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,display,referral,,,,2
False,referral,social,referral,,,2
False,referral,referral,referral,,,2
False,social,referral,,,,2
False,referral,referral,referral,,,2
False,referral,,,,,2
False,referral,,,,,2
False,referral,display,referral,,,2
False,referral,email,,,,2
False,referral,,,,,2
False,referral,referral,referral,,,2
False,email,referral,referral,social,,2
False,referral,referral,social,referral,referral,2
False,referral,referral,referral,,,2
False,referral,referral,referral,referral,,2
False,referral,referral,referral,,,2
False,referral,referral,email,referral,,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,referral,referral,referral,referral,,2
False,display,social,referral,,,2
False,referral,referral,referral,social,,2
False,referral,,,,,2
False,referral,referral,referral,referral,social,2
False,referral,display,referral,,,2
False,referral,,,,,2
False,referral,,,,,2
False,display,email,,,,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,referral,referral,email,referral,,2
False,referral,referral,referral,,,2
False,email,referral,referral,,,2
False,referral,display,referral,referral,referral,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,display,referral,display,referral,,2
False,referral,paid_search,social,social,display,2
False,social,referral,,,,2
False,display,referral,referral,referral,referral,2
False,referral,referral,display,social,referral,2
False,referral,referral,referral,referral,referral,2
False,referral,social,referral,,,2
False,referral,social,organic_search,,,2
False,referral,,,,,2
False,referral,referral,,,,2
False,email,referral,referral,referral,referral,2
False,display,referral,referral,referral,,2
False,display,referral,referral,referral,,2
False,referral,referral,,,,2
False,email,display,,,,2
False,referral,referral,,,,2
False,referral,referral,referral,referral,,2
False,referral,,,,,2
False,referral,referral,social,,,2
False,referral,social,referral,social,,2
False,referral,social,referral,referral,,2
False,display,referral,referral,,,2
False,referral,display,referral,,,2
False,referral,social,referral,,,2
False,referral,social,referral,referral,,2
False,referral,referral,,,,2
False,referral,,,,,2
False,referral,display,referral,,,2
False,referral,social,,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,referral,,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,referral,referral,referral,referral,,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,referral,display,referral,referral,referral,2
False,referral,referral,referral,referral,,2
False,referral,referral,email,display,,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,referral,referral,referral,paid_search,,2
False,referral,paid_search,referral,referral,,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,social,,,,,2
False,referral,referral,social,referral,,2
False,referral,referral,referral,,,2
False,referral,,,,,2
False,referral,referral,social,referral,,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,referral,,,,,2
False,referral,display,paid_search,referral,,2
False,email,referral,referral,,,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,referral,,,,,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,referral,,,,,2
False,referral,email,referral,,,2
False,referral,referral,referral,referral,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,referral,referral,2
False,referral,,,,,2
False,referral,referral,display,referral,,2
False,referral,social,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,social,,,2
False,referral,display,email,social,,2
False,referral,referral,referral,referral,,2
False,referral,,,,,2
False,referral,referral,referral,,,2
False,display,referral,email,referral,referral,2
False,referral,paid_search,,,,2
False,referral,referral,referral,,,2
False,referral,social,referral,referral,,2
False,referral,,,,,2
False,referral,social,,,,2
False,referral,referral,referral,,,2
False,referral,display,referral,,,2
False,display,referral,,,,2
False,referral,social,referral,referral,,2
False,referral,referral,referral,,,2
False,referral,display,,,,2
False,referral,social,referral,,,2
False,email,display,referral,referral,,2
False,referral,referral,social,referral,referral,2
False,referral,referral,email,referral,referral,2
False,social,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,,,,,2
False,email,referral,referral,,,2
False,referral,referral,referral,referral,,2
False,referral,referral,email,,,2
False,referral,referral,referral,,,2
False,referral,,,,,2
False,referral,referral,referral,email,referral,2
False,email,referral,referral,,,2
False,referral,referral,social,referral,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,display,referral,referral,referral,referral,2
False,referral,paid_search,referral,,,2
False,referral,referral,,,,2
False,display,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,social,referral,,,2
False,referral,referral,referral,display,,2
False,referral,email,referral,,,2
False,referral,social,referral,,,2
False,referral,,,,,2
False,referral,,,,,2
False,referral,referral,referral,,,2
False,referral,display,,,,2
False,email,referral,,,,2
False,referral,referral,referral,referral,,2
False,display,social,referral,,,2
False,referral,referral,social,referral,,2
False,referral,referral,social,display,,2
False,referral,referral,referral,display,,2
False,referral,display,email,,,2
False,email,referral,referral,,,2
False,referral,referral,referral,referral,,2
False,display,referral,email,email,referral,2
False,referral,referral,referral,referral,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,email,referral,2
False,referral,social,social,,,2
False,referral,referral,referral,referral,referral,2
False,referral,email,display,referral,,2
False,referral,referral,referral,,,2
False,referral,,,,,2
False,referral,referral,referral,referral,display,2
False,referral,referral,referral,referral,,2
False,referral,referral,,,,2
False,referral,email,referral,display,,2
False,referral,referral,referral,,,2
False,display,referral,,,,2
False,referral,referral,referral,,,2
False,social,email,referral,,,2
False,social,referral,referral,,,2
False,email,referral,referral,referral,referral,2
False,referral,referral,referral,,,2
False,referral,referral,social,,,2
False,referral,referral,referral,,,2
False,display,social,referral,,,2
False,referral,display,paid_search,referral,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,social,referral,,,,2
False,referral,referral,social,,,2
False,social,referral,referral,,,2
False,referral,,,,,2
False,referral,social,referral,,,2
False,referral,,,,,2
False,referral,referral,display,referral,,2
False,referral,display,paid_search,,,2
False,referral,,,,,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,referral,referral,social,email,referral,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,referral,,,,,2
False,display,display,referral,referral,referral,2
False,referral,referral,referral,,,2
False,referral,social,referral,,,2
False,referral,referral,referral,referral,,2
False,referral,display,,,,2
False,email,referral,referral,,,2
False,referral,email,referral,,,2
False,referral,referral,referral,,,2
False,referral,email,display,social,,2
False,referral,,,,,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,referral,,,,,2
False,social,display,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,display,referral,,2
False,referral,referral,referral,referral,referral,2
False,referral,email,referral,,,2
False,display,referral,referral,,,2
False,referral,display,email,referral,,2
False,referral,referral,referral,referral,referral,2
False,referral,referral,,,,2
False,referral,,,,,2
False,referral,referral,,,,2
False,referral,,,,,2
False,social,referral,referral,,,2
False,referral,referral,referral,,,2
